Gender,Marital_Status,Dependents,Employment_Type,Education_Level,Annual_Income,Monthly_Expenses,Business_Income,Job_Stability_Years,Existing_EMI,Loan_Type,Loan_Amount,Property_Value,Document_Status,Bank_Balance,Savings_Balance,Eligibility_Status
female,married,1,private,postgraduate,1677177,27776,486252,7,141781,car,1788617,5338771,unverified,321607,218391,Fully Eligible
male,married,0,government,graduate,2126048,21575,472608,4,282628,education,1280644,7706370,verified,222362,209665,Fully Eligible
female,single,3,private,graduate,797925,11552,82540,6,199495,home,1263494,8990522,verified,173344,84334,Fully Eligible
male,married,1,self-employed,graduate,1561298,27332,183689,10,242044,personal,1357350,4512360,verified,372042,157520,Fully Eligible
male,single,1,self-employed,graduate,928963,14205,170030,6,95153,education,1262921,9379622,verified,149068,78751,Fully Eligible
male,single,1,government,graduate,2456459,28108,468575,13,154205,education,1108443,3856660,verified,578374,117113,Fully Eligible
male,single,3,private,graduate,1319320,11807,382076,6,59346,car,1323769,3880467,verified,151816,71618,Fully Eligible
female,single,3,government,graduate,2246544,44459,185638,9,73432,education,1296435,6454288,verified,254907,155754,Fully Eligible
female,single,1,private,graduate,2373113,59040,490361,2,118443,car,995166,6496307,verified,461970,154948,Fully Eligible
male,married,3,private,non-graduate,1539205,36407,42797,10,279500,car,1742476,7443641,verified,213753,142517,Fully Eligible
male,single,1,private,graduate,822347,16217,332615,8,87875,personal,562715,2340447,unverified,86536,66196,Fully Eligible
female,married,2,self-employed,graduate,927118,20729,358194,8,15290,business,726044,2530667,verified,103770,98669,Fully Eligible
male,married,3,private,non-graduate,738768,9305,206360,1,94511,education,1222158,9081117,verified,159923,96660,Fully Eligible
male,single,2,self-employed,non-graduate,382285,7151,259665,11,11012,car,972574,4093881,unverified,68581,13721,Fully Eligible
male,single,0,self-employed,graduate,545689,5098,475022,13,273371,car,924964,5394716,verified,113663,46650,Fully Eligible
female,single,3,private,postgraduate,844785,16996,170553,14,257694,business,1310744,4144448,verified,111980,47204,Fully Eligible
female,married,0,government,graduate,2195187,53777,415674,14,143482,business,1454525,6907224,verified,521936,305629,Fully Eligible
female,single,1,private,postgraduate,750575,17023,416281,2,166166,car,1423582,9223565,unverified,171237,71555,Fully Eligible
male,single,3,government,non-graduate,1126078,19414,251176,13,118126,education,894863,6578772,verified,64364,153261,Fully Eligible
male,single,3,private,graduate,631813,13570,499755,14,71188,education,1145946,3880950,verified,77705,69777,Fully Eligible
female,married,3,private,graduate,1758429,42316,242260,4,27414,education,488133,1451341,verified,113918,81295,Fully Eligible
female,married,0,private,graduate,1160981,13854,356373,5,78543,business,869699,6468401,verified,113265,152800,Fully Eligible
female,single,0,private,postgraduate,1598170,34447,474989,5,235125,education,1521590,8020170,verified,375788,108825,Fully Eligible
female,married,1,private,graduate,1434002,18399,28897,6,194682,education,275254,1163527,verified,328650,170971,Fully Eligible
male,married,2,private,postgraduate,1630838,37426,61988,7,48513,education,860377,6281949,verified,99838,148432,Fully Eligible
female,married,2,private,graduate,1444613,14406,151925,1,297260,business,141647,630463,verified,82566,169920,Fully Eligible
male,married,0,private,graduate,809705,9152,121444,7,101769,home,491922,1800443,verified,145081,75551,Fully Eligible
female,married,3,private,graduate,484024,9846,129677,6,6736,home,457765,2983491,unverified,47032,68418,Fully Eligible
male,married,2,self-employed,graduate,457266,5142,295939,5,184535,education,469002,1908754,verified,23066,41709,Fully Eligible
female,married,2,private,graduate,319618,3505,124865,14,7956,home,595789,2448626,verified,69226,11916,Fully Eligible
female,single,0,government,graduate,506160,8903,321214,6,251129,education,1317366,6224486,verified,64209,42652,Fully Eligible
female,single,1,self-employed,postgraduate,2272177,50555,74560,11,132266,business,1281952,7646580,verified,303198,331954,Fully Eligible
female,single,0,self-employed,postgraduate,2192969,28087,339265,8,27616,education,724739,4862142,verified,157555,273577,Fully Eligible
male,married,0,self-employed,postgraduate,488123,10910,341772,13,211077,personal,1364102,4952863,verified,70801,51636,Fully Eligible
female,married,3,private,graduate,1047948,22844,191002,12,115787,car,1223675,5277022,unverified,215084,50465,Fully Eligible
male,single,0,self-employed,non-graduate,248741,4473,438643,6,207471,business,1590633,7922693,verified,27343,12929,Fully Eligible
male,married,3,private,postgraduate,1706827,32616,390736,5,131833,personal,201741,530186,verified,367948,199156,Fully Eligible
male,single,1,government,graduate,475504,4283,269944,6,110858,personal,1547063,9259988,verified,85611,55956,Fully Eligible
male,single,3,self-employed,graduate,1235253,17852,148844,9,80337,car,413925,2206153,verified,164314,92399,Fully Eligible
female,married,1,private,graduate,1759805,22390,50064,12,8287,personal,663853,2102954,verified,265605,262812,Fully Eligible
male,single,1,self-employed,non-graduate,2264218,24529,318935,1,191216,car,1507221,4750217,verified,163824,255800,Fully Eligible
male,single,1,private,graduate,529083,7845,73208,14,162595,education,894719,6241480,verified,121043,72663,Fully Eligible
male,married,0,private,graduate,2437499,34730,300344,3,291127,business,1845234,10917432,verified,557629,86672,Fully Eligible
female,married,3,private,graduate,951957,19497,304373,3,251886,business,1698917,7543706,verified,120413,99792,Fully Eligible
female,single,2,self-employed,postgraduate,1413389,25867,312053,9,126544,business,510707,2140069,verified,256941,169527,Fully Eligible
female,married,0,self-employed,graduate,772450,18192,222972,3,230497,car,124024,506547,unverified,156748,97082,Fully Eligible
female,married,1,self-employed,graduate,2278462,24508,204651,6,84524,car,1922844,11101151,verified,490189,252199,Fully Eligible
male,single,2,private,graduate,217572,2029,201800,9,105113,personal,1052659,3572453,verified,42412,22347,Partially Eligible
male,single,0,private,graduate,465587,8028,84753,10,79162,business,541509,4027297,verified,69943,55653,Fully Eligible
female,married,2,self-employed,graduate,2391673,19971,499215,5,3205,personal,1105052,6558789,unverified,453387,82808,Fully Eligible
male,single,1,private,graduate,271220,5820,128863,10,205917,education,390238,1223630,verified,64952,32589,Fully Eligible
male,married,2,self-employed,postgraduate,475739,7976,494581,11,158899,personal,516415,1647441,verified,68642,33088,Fully Eligible
male,married,2,private,postgraduate,791145,13028,51239,9,124774,business,1428540,8201914,verified,52494,95984,Fully Eligible
female,married,1,private,postgraduate,232712,3345,64567,9,207103,car,349117,1541655,verified,49269,28681,Fully Eligible
female,single,2,private,graduate,1254044,18287,236404,6,43761,personal,443452,2571927,verified,243599,79243,Fully Eligible
male,married,0,self-employed,postgraduate,853756,13249,92904,8,185360,personal,594677,3635013,verified,93388,98883,Fully Eligible
female,single,2,private,graduate,789988,6794,45621,9,9844,car,792362,4112042,verified,132441,54881,Fully Eligible
female,single,3,private,graduate,329443,3204,347307,9,209576,car,1833040,6933966,verified,21272,38535,Partially Eligible
female,single,0,private,non-graduate,367177,6150,45357,8,38028,business,977523,5137670,unverified,53536,19380,Fully Eligible
female,single,2,private,postgraduate,1397019,15137,442271,13,174469,education,537352,2476831,verified,181342,54931,Fully Eligible
female,married,3,private,graduate,1021729,21775,466409,4,174805,business,704237,4895634,verified,102332,102774,Fully Eligible
male,single,3,private,non-graduate,941892,12158,296636,8,114592,personal,1100127,6821949,verified,76058,50079,Fully Eligible
female,single,3,self-employed,non-graduate,2145718,21382,195521,2,80771,business,258073,1443897,verified,254789,294730,Fully Eligible
male,married,2,private,postgraduate,285765,3501,271269,3,245425,business,1334853,3602253,verified,67790,14001,Partially Eligible
male,single,1,self-employed,postgraduate,598972,8556,426538,9,133914,car,641883,4782572,verified,91486,61602,Fully Eligible
female,married,3,self-employed,postgraduate,1404251,12528,155651,10,137785,education,455011,2425826,verified,126700,159612,Fully Eligible
male,single,1,private,graduate,1351473,14453,296196,4,182524,education,961574,3649065,verified,293385,40954,Fully Eligible
male,married,0,private,graduate,1017688,13973,405476,2,214718,business,1814013,9900208,verified,105721,136717,Fully Eligible
male,married,1,government,postgraduate,1566534,21160,86896,3,252650,car,1015017,6688433,verified,329825,183604,Fully Eligible
female,single,1,private,graduate,1543681,33456,343609,7,244508,car,1268262,6585811,verified,82335,188857,Fully Eligible
female,single,1,private,graduate,1431289,32043,241188,9,206426,personal,934820,5968306,verified,335887,52610,Fully Eligible
male,single,1,private,graduate,1802595,20832,29081,7,281809,home,1680995,7674059,verified,282835,130239,Fully Eligible
female,married,1,self-employed,graduate,847280,8810,112362,8,274755,personal,1425870,7770726,unverified,171697,90723,Fully Eligible
female,single,0,private,non-graduate,300041,5671,227592,3,204517,personal,1614787,7446188,verified,33857,17243,Fully Eligible
female,single,0,government,postgraduate,2446669,53199,6158,7,128754,personal,1637830,8416778,verified,536317,317666,Fully Eligible
female,single,1,government,graduate,1717210,41891,286807,1,60026,home,1624773,5422760,unverified,323403,135649,Fully Eligible
male,single,1,private,non-graduate,2096020,17704,317399,12,246511,car,740035,4065167,unverified,124549,264371,Fully Eligible
male,single,3,private,non-graduate,1442538,21966,143458,6,131073,car,1845409,13646348,verified,83845,194940,Fully Eligible
female,married,0,private,graduate,2177440,44782,414703,3,180973,education,1569454,9925356,verified,266097,189567,Fully Eligible
female,single,2,private,non-graduate,714744,15826,484968,2,253498,education,1766643,7243664,verified,43153,40927,Fully Eligible
male,single,0,private,graduate,2022183,18950,262360,14,293923,business,1681366,11465741,verified,118621,153145,Fully Eligible
male,married,2,private,graduate,232235,4569,367001,4,95807,business,1502621,10486228,verified,29151,20884,Fully Eligible
female,married,3,private,graduate,1067827,14040,303294,11,111164,business,1244033,4209846,unverified,102687,90375,Fully Eligible
male,single,1,private,postgraduate,1714927,16423,29910,14,287153,education,1034732,2861726,verified,206078,52409,Fully Eligible
female,single,3,private,graduate,1426833,23521,247493,9,33385,education,201563,1080857,verified,186487,57271,Fully Eligible
female,single,1,government,postgraduate,1588380,17423,496232,6,120029,personal,1103544,5384648,verified,106637,134617,Fully Eligible
male,married,0,private,postgraduate,416006,8576,465946,12,32388,car,1943981,11806634,verified,71215,34289,Fully Eligible
male,single,1,government,graduate,686814,14208,427189,9,2926,education,1536136,6091230,verified,82127,93959,Fully Eligible
female,married,2,private,graduate,2265512,50674,166482,14,161049,home,402319,1770629,verified,457971,143187,Fully Eligible
female,married,2,private,graduate,1525127,22306,240798,8,267806,personal,673173,2571023,unverified,378607,224628,Fully Eligible
male,married,3,private,graduate,2371012,20284,284901,5,38630,home,203816,807251,verified,299474,347833,Fully Eligible
female,single,0,private,postgraduate,1023865,12964,191722,8,76968,home,1571664,4002143,verified,203123,53868,Fully Eligible
male,single,2,private,graduate,539411,8700,289567,2,213643,car,702485,3550202,verified,58821,17766,Fully Eligible
female,single,3,government,graduate,1108694,22063,388481,8,75024,home,1755458,8541660,verified,235321,59575,Fully Eligible
male,single,0,government,graduate,222554,3271,471569,1,10945,home,1551268,6638455,verified,41528,17879,Partially Eligible
male,married,0,private,postgraduate,801309,13836,101659,11,57179,home,1972107,10256833,verified,80005,59369,Fully Eligible
male,married,3,private,postgraduate,1352314,23085,28742,13,299763,home,1705476,7604379,verified,192201,117422,Fully Eligible
female,married,2,private,non-graduate,2116111,23452,245239,12,247078,personal,1543277,7196001,unverified,446987,239162,Fully Eligible
female,married,2,private,postgraduate,347052,6495,373974,3,160672,personal,604464,1517157,unverified,66596,31987,Fully Eligible
male,single,3,private,graduate,1506919,23589,493684,7,245194,car,519325,1470487,unverified,84878,107553,Fully Eligible
female,single,2,private,graduate,2253554,49124,163939,4,3609,car,1199844,3903707,unverified,113374,250334,Fully Eligible
male,single,3,private,postgraduate,2041942,40519,279127,13,222795,home,881260,3013999,verified,409963,143146,Fully Eligible
male,married,2,private,non-graduate,2109795,21501,287579,11,141858,business,1350554,6429937,verified,296912,152578,Fully Eligible
female,married,2,private,graduate,557925,9194,284312,7,171832,home,1622229,11152101,verified,84970,39717,Fully Eligible
female,married,3,private,graduate,277895,5569,334118,1,229582,home,1614158,7312408,verified,67508,18474,Partially Eligible
male,single,3,private,graduate,1130359,11058,375984,7,282896,car,1116542,6292788,verified,86408,128929,Fully Eligible
female,single,2,government,postgraduate,2415078,52024,113795,14,179581,education,1754448,4612469,verified,136314,123163,Fully Eligible
